A	B	C	TIME
56122	2.30042e+06	2.29868e+06	1.57145
2.30213e+06	9.02039e+06	9.01333e+06	2.57093
2.12062e+06	5.13187e+06	5.09624e+06	1.64184
3.09575e+06	7.17571e+07	7.08845e+07	40.5574
791310	1.53636e+07	1.53018e+07	5.26785
10863	866448	866343	0.531603
6712	148010	148006	0.132481
4.9986e+06	1.23229e+07	1.21956e+07	4.28158
2.83672e+06	7.57077e+07	7.50038e+07	43.3311
215092	1.00432e+07	1.0002e+07	5.39606
808912	4.92185e+07	4.86243e+07	27.1334
44151	1.0242e+06	1.02413e+06	0.23665
2.3608e+06	1.57404e+08	1.55777e+08	56.5491
38126	3.08624e+06	3.08566e+06	2.23535
268098	1.54051e+07	1.53445e+07	8.49249
958598	3.20073e+07	3.18714e+07	10.4039
33792	250465	250160	0.158289
499408	3.28282e+07	3.20257e+07	17.7379
892737	1.30209e+07	1.29601e+07	4.35667
960931	5.99411e+07	5.92515e+07	34.02
279714	1.68626e+07	1.67168e+07	9.55726
121872	6.03804e+06	6.03351e+06	3.5796
403228	4.29259e+06	4.28136e+06	1.43434
373635	8.43186e+06	8.41604e+06	2.64301
877	59486.8	59485.7	0.594122
471395	9.82371e+06	9.65175e+06	5.08813
110478	59552.5	59552	0.069619
823410	5.60162e+07	5.51926e+07	31.4005
1.44569e+06	3.78662e+07	3.73903e+07	12.957
1.58561e+06	1.31896e+08	1.30177e+08	77.2374
3.53504e+06	1.77941e+07	1.7745e+07	5.72569
1.06762e+06	2.51121e+07	2.49754e+07	8.42189
30212	625156	624960	0.292863
885638	4.24272e+06	4.23859e+06	1.22269
141118	2.17155e+06	2.17099e+06	1.13091
432414	843907	841528	0.240104
52216	314107	313968	0.073918
760030	1.4763e+07	1.46937e+07	8.18547
4.33018e+06	2.64973e+07	2.64453e+07	15.494
1.09156e+06	1.17998e+07	1.17272e+07	3.87888
44414	1.36586e+06	1.36293e+06	0.67993
502471	7.97657e+06	7.96755e+06	4.32996
1.41642e+06	2.29362e+07	2.28127e+07	7.55039
1.66131e+06	4.07975e+07	4.05356e+07	14.0571
711439	4.54255e+06	4.53351e+06	1.49952
1.84879e+06	1.54678e+08	1.51679e+08	90.0334
3.80262e+06	3.57009e+07	3.52322e+07	13.0868
1.21712e+06	3.49079e+06	3.48816e+06	1.84853
1.87334e+06	6.36143e+07	6.27507e+07	35.1499
307700	4.52024e+06	4.50905e+06	1.35257
182518	4.89319e+06	4.88574e+06	2.51587
6.07095e+06	2.63802e+07	2.62948e+07	8.66276
144445	886248	885847	0.458824
17345	137597	137545	0.0881
1.13641e+06	5.90178e+06	5.89084e+06	1.81646
1.18383e+06	3.93194e+07	3.91545e+07	22.5903
2.815e+06	1.37256e+07	1.36971e+07	4.35792
220089	1.45726e+07	1.45531e+07	8.59593
1.61395e+06	1.52291e+07	1.51721e+07	5.0794
1.57301e+06	1.23745e+08	1.22271e+08	72.0598
2.34588e+06	1.08417e+08	1.0753e+08	37.7013
416288	2.77167e+06	2.76442e+06	1.412
266113	2.17449e+06	2.17321e+06	0.636959
541976	2.66176e+06	2.66066e+06	0.776661
89679	7.13864e+06	7.13447e+06	4.16748
398805	1.53339e+06	1.52381e+06	0.448689
816698	1.75617e+06	1.75224e+06	0.521915
171126	5.56109e+06	5.55723e+06	1.67178
566348	6.66249e+06	6.65553e+06	3.6943
1.50812e+06	1.42994e+07	1.41017e+07	4.88615
2.70831e+06	3.0985e+07	3.0791e+07	17.8019
1.19302e+06	1.64548e+07	1.64291e+07	5.22079
145410	4.78923e+06	4.78701e+06	1.37406
3.68279e+06	1.10647e+08	1.08843e+08	39.4519
520988	2.31076e+06	2.30725e+06	0.694149
1.17695e+06	28891.5	28888.5	0.006616
185135	1.23991e+07	1.23772e+07	7.01196
84379	1.97068e+06	1.96513e+06	1.02339
811021	4.40468e+06	4.39467e+06	1.30173
1.03486e+06	204909	204686	0.05466
19054	375374	372846	0.18787
214057	1.39033e+07	1.38805e+07	8.19724
8406	13889.7	13889.5	0.023814
1.83757e+06	4.60048e+07	4.54413e+07	15.8239
1.40134e+06	9.11549e+07	9.00326e+07	52.9953
93864	413980	413819	0.204833
4.84702e+06	5.92515e+07	5.88787e+07	33.972
1.65359e+06	5.41718e+07	5.27413e+07	29.4549
317917	3.37679e+06	3.37242e+06	1.06926
1.01125e+06	1.67477e+07	1.67317e+07	5.23024
4.67909e+06	3.43799e+07	3.40701e+07	12.1596
2.48175e+06	1.62654e+07	1.61756e+07	5.39668
283380	7.01966e+06	6.91328e+06	3.68966
290262	2.71448e+06	2.71314e+06	1.38904
2.02146e+06	9.93486e+07	9.87267e+07	35.272
374657	167259	167234	0.092095
1.8427e+06	9.00459e+07	8.81603e+07	49.4078
88015	79817	79814.1	0.061312
363644	60858.8	60854.2	0.01587
1.91501e+06	1.17023e+06	1.1701e+06	0.624608
106576	583138	581691	0.165476
1.60179e+06	1.77327e+07	1.76621e+07	5.68209
455083	3.69318e+06	3.67054e+06	1.11742
4.02637e+06	1.05516e+08	1.04446e+08	62.2574
305995	2.21651e+07	2.20897e+07	12.5047
250675	1.52163e+07	1.519e+07	5.2057
5.60386e+06	1.537e+08	1.506e+08	56.843
2.38661e+06	1.33988e+07	1.33602e+07	4.23398
289282	371842	369792	0.102838
6751	36982.6	36982	0.021205
1.11538e+06	2.59285e+06	2.58841e+06	0.792879
1.06992e+06	1.64311e+07	1.64001e+07	5.33186
20071	948719	948535	0.505613
1.15412e+06	2.28949e+07	2.27326e+07	12.6557
374549	2.8135e+06	2.81083e+06	1.53371
12272	684677	682013	0.431296
72907	638731	637701	0.214622
238910	1.23954e+07	1.22661e+07	6.95345
190240	3.90582e+06	3.89508e+06	1.94545
160600	7.8445e+06	7.70045e+06	4.03971
781343	1.59651e+07	1.57478e+07	8.58441
1.02795e+06	4.67623e+07	4.63393e+07	26.3052
1.48285e+06	5.74327e+07	5.68491e+07	33.0659
255035	1.21235e+07	1.2108e+07	3.67475
37627	1.26014e+06	1.25959e+06	0.652061
120777	3.8742e+06	3.86742e+06	1.09855
198484	740665	740635	0.175662
653734	1.26296e+07	1.26111e+07	4.28236
74022	87928.5	87231.5	0.025159
1.46376e+06	3.65038e+07	3.63349e+07	12.1338
3.35932e+06	2.57707e+07	2.57246e+07	8.05471
1.20735e+06	2.67344e+07	2.6643e+07	15.4057
224661	3.49274e+06	3.49191e+06	1.94497
745498	5.34306e+07	5.27227e+07	30.6855
2.30142e+06	1.19221e+08	1.18271e+08	70.3992
1.13857e+06	3.49826e+07	3.49102e+07	20.7431
807902	1.32337e+07	1.31737e+07	4.64703
517418	1.09176e+07	1.09047e+07	6.23837
2.61215e+06	3.58209e+07	3.55023e+07	12.5702
262208	2.00494e+07	1.99294e+07	11.6563
441619	1.03989e+07	1.03769e+07	3.27078
214859	486775	486425	0.141184
166572	5.31333e+06	5.29832e+06	3.04869
17248	19591.3	19589.5	0.007761
1.09819e+06	1.34018e+06	1.33774e+06	0.361474
247986	6.39772e+06	6.38818e+06	3.47988
53314	521863	521825	0.321384
1.50419e+06	5.881e+07	5.84461e+07	20.1391
5.15535e+06	1.47433e+08	1.4474e+08	53.7331
38003	1.10589e+06	1.09807e+06	0.794291
320265	1.52816e+06	1.52789e+06	0.437352
786298	2.67175e+07	2.65713e+07	8.82847
234498	1.84749e+06	1.84393e+06	0.519228
237002	1.04566e+06	1.04485e+06	0.540651
133355	2.01604e+06	2.01268e+06	1.05853
1.69499e+06	1.25806e+08	1.24548e+08	72.8883
2.7954e+06	363106	362886	0.09356
303359	1.07961e+07	1.06544e+07	5.775
40669	747032	746918	0.404456
1.40072e+06	6.47008e+07	6.39534e+07	37.1853
1.86444e+06	2.2557e+07	2.25121e+07	13.0927
425404	5.14744e+06	5.14063e+06	2.71556
737935	2.98846e+07	2.98166e+07	9.531
30345	77141.2	77115.3	0.050788
2.2782e+06	3.86017e+07	3.77938e+07	13.8656
2.53484e+06	1.00792e+07	1.00302e+07	3.29236
596961	2.93828e+06	2.9373e+06	1.60565
1.64501e+06	6.68016e+07	6.62516e+07	38.2622
32457	819172	819123	0.300574
2.30217e+06	1.88885e+08	1.86995e+08	114.131
259964	4.9509e+06	4.94381e+06	1.72466
173292	1.1827e+07	1.17751e+07	6.61598
3.27068e+06	2.65291e+08	2.5647e+08	150.046
4.25733e+06	3.60973e+06	3.60537e+06	1.08342
3.16577e+06	1.49166e+07	1.48499e+07	5.03581
706277	6.68455e+06	6.62888e+06	3.48107
1.17688e+06	3.13499e+07	3.11765e+07	10.6865
2.21774e+06	8.36459e+07	8.31779e+07	28.0539
83569	96050	96041.4	0.069453
1.83325e+06	7.60527e+06	7.55853e+06	2.40599
804409	4.84279e+07	4.82153e+07	16.4198
399712	8.4171e+06	8.37647e+06	4.51463
692868	1.505e+07	1.50294e+07	4.50764
45166	443232	439948	0.227718
1.13166e+06	6.33659e+07	6.31096e+07	21.5142
89739	9897.44	9897.41	0.006604
289277	1.48056e+07	1.46919e+07	8.42136
90202	6.32397e+06	6.3206e+06	3.64108
101375	711038	710968	0.218734
2.71947e+06	1.4409e+08	1.42125e+08	52.538
1.63562e+06	2.60206e+07	2.57865e+07	8.76045
629275	9.91003e+06	9.87207e+06	5.46027
5.01786e+06	3.49423e+08	3.41787e+08	212.339
1.46195e+06	9.26747e+06	9.20858e+06	3.23712
606360	5.79777e+06	5.79358e+06	3.28865
1.0954e+06	6.98955e+06	6.89715e+06	2.32147
2.62478e+06	1.02434e+07	1.02376e+07	5.86768
124634	3.05888e+06	3.04394e+06	1.62157
255394	5.45135e+06	5.44604e+06	1.62573
721276	4.04183e+07	4.02717e+07	13.3823
1.83641e+06	1.20593e+07	1.19985e+07	4.24115
2.07646e+06	1.03947e+08	1.02791e+08	37.3278
1.57382e+06	4.16923e+06	4.16434e+06	2.21547
3.9179e+06	2.68759e+07	2.6644e+07	8.93206
3.9682e+06	6.88802e+07	6.83731e+07	23.9088
432503	1.77861e+06	1.77812e+06	0.442531
432391	7.98523e+06	7.97865e+06	2.26773
788337	1.02792e+07	1.02428e+07	5.4621
590321	1.49116e+07	1.48947e+07	4.80879
249804	2.45545e+06	2.45231e+06	0.699081
881634	7.64623e+06	7.6018e+06	2.68452
2.81224e+06	4.06851e+07	4.05515e+07	13.8544
19627	994377	993730	0.492704
461126	1.73069e+07	1.72679e+07	5.6459
970535	8.12779e+06	8.111e+06	2.48046
29884	1.49937e+06	1.49913e+06	0.439571
376258	6.33328e+06	6.31696e+06	3.45975
1.61626e+06	3.84914e+07	3.82637e+07	13.0902
223904	1.857e+06	1.85625e+06	0.981563
1.18125e+06	1.51718e+07	1.5148e+07	8.83625
129923	418207	417735	0.218777
150981	3.6539e+06	3.58022e+06	1.86029
519372	3.2802e+07	3.27416e+07	10.2591
2.24543e+06	2.64894e+06	2.64466e+06	0.764472
304157	118392	118312	0.032028
19429	1.26116e+06	1.25951e+06	0.73984
390479	9.29412e+06	9.2454e+06	2.99951
1.90676e+06	5.67385e+07	5.64003e+07	20.3496
23166	1.39451e+06	1.39399e+06	0.699659
223050	2.00067e+07	1.99772e+07	11.53
327131	1.75824e+07	1.75011e+07	10.2166
7487	500411	500199	0.280026
2.91155e+06	1.04294e+08	1.03023e+08	60.5377
156925	821344	821053	0.208013
11586	165048	165035	0.066034
873795	3.72008e+06	3.71425e+06	1.13368
7.0553e+06	2.36198e+07	2.28514e+07	6.09007
479497	3.49672e+06	3.49169e+06	1.06009
2.38942e+06	2.15928e+07	2.12531e+07	7.82956
1.9712e+06	1.70914e+08	1.66459e+08	95.2598
42039	203466	203162	0.131842
818546	2.887e+07	2.87771e+07	16.5257
14522	238626	238567	0.208831
695365	6.12324e+06	6.03274e+06	3.1217
195988	1.1189e+07	1.11816e+07	3.43116
2.30038e+06	4.19187e+07	4.16191e+07	23.6762
184196	1.5919e+06	1.59123e+06	0.397634
77715	1.57716e+06	1.5768e+06	0.512886
560316	3.33352e+07	3.32437e+07	19.5463
560937	264235	263912	0.067549
465985	9.69367e+06	9.58934e+06	5.09113
1.21769e+06	2.56988e+07	2.55755e+07	8.05362
130962	1.31433e+06	1.3138e+06	0.334412
5.13346e+06	2.81467e+07	2.78751e+07	9.8889
24899	1.33868e+06	1.33835e+06	0.692981
58675	2.65841e+06	2.65536e+06	1.70652
126026	1.45867e+06	1.45724e+06	0.811326
439475	757048	752736	0.223158
1.56809e+06	1.289e+07	1.28679e+07	4.18161
274999	2.23105e+06	2.21765e+06	1.10007
31635	2.02668e+06	2.02563e+06	1.02053
526001	1.25002e+07	1.24029e+07	6.64716
32160	1.0072e+06	1.00661e+06	0.48196
44674	338981	338918	0.108014
2.18203e+06	9.71878e+07	9.63885e+07	56.5367
711616	1.82106e+06	1.81975e+06	0.890487
3414	76084.8	76050.4	0.053269
202323	4.04616e+06	4.03727e+06	2.0718
4.10297e+06	1.73705e+07	1.71093e+07	5.90863
1.80342e+06	6.64717e+07	6.55211e+07	37.2945
58505	579749	579672	0.146929
295153	4.69761e+06	4.64578e+06	2.39009
61952	2.81324e+06	2.80327e+06	1.47635
956747	541286	541254	0.312093
3.18723e+06	5.68848e+07	5.60428e+07	19.8635
1.53635e+06	2.88324e+07	2.85807e+07	9.99372
43843	133832	133781	0.080749
1.63101e+06	3.33244e+07	3.32323e+07	19.0453
276339	1.96823e+06	1.96593e+06	1.01971
2.11429e+06	9.73645e+07	9.64247e+07	56.0803
2.79079e+06	2.1094e+08	2.06223e+08	122.3
3.06662e+06	7.44099e+07	7.35239e+07	26.1884
193822	7.76432e+06	7.74916e+06	4.6497
70025	114848	114793	0.027539
472748	1.7452e+07	1.72935e+07	9.7533
693234	4.71665e+07	4.69912e+07	28.2498
1.15864e+06	1.07008e+07	1.06803e+07	3.52471
262074	436609	436075	0.114745
30672	567664	567407	0.261461
1.01097e+06	3.77001e+07	3.72977e+07	21.1509
4.96436e+06	2.29363e+08	2.21694e+08	63.4702
3.64658e+06	4.43802e+07	4.36432e+07	16.1965
1.42446e+06	1.54855e+07	1.54607e+07	4.96678
412686	5.71473e+06	5.67141e+06	1.79001
298088	2.6799e+06	2.67904e+06	1.49592
382488	1.55756e+06	1.55397e+06	0.469426
6.08306e+06	7.71015e+07	7.49819e+07	25.0872
6.39688e+06	4.27074e+08	4.14406e+08	133.98
14750	492103	492052	0.271302
5.51657e+06	1.63827e+08	1.61654e+08	59.121
3.05044e+06	5.13184e+07	5.10279e+07	29.5014
421414	3.36964e+06	3.36285e+06	0.959762
884285	3.27607e+07	3.26531e+07	10.8852
31205	12118	12117.9	0.039052
1.33168e+06	5.33484e+07	5.29052e+07	30.9654
2.75544e+06	1.68649e+08	1.66526e+08	59.5825
254628	2.51922e+06	2.51743e+06	0.687315
61819	2.20567e+06	2.20077e+06	1.22403
418748	3.72656e+06	3.71982e+06	1.26614
1.21498e+06	1.67543e+07	1.67102e+07	5.17763
1.33787e+06	6.69128e+07	6.65684e+07	23.4745
352260	1.26652e+06	1.26121e+06	0.37949
2.86619e+06	3.95908e+06	3.92929e+06	1.27937
786563	4.89031e+07	4.87111e+07	28.6824
80207	651710	651416	0.181367
2.17289e+06	9.9392e+07	9.79951e+07	56.9407
1.2315e+06	1.08831e+07	1.07826e+07	3.58999
811874	3.79407e+06	3.7854e+06	1.17041
490534	3.42174e+07	3.39837e+07	19.8015
459342	906845	895867	0.275367
3.66571e+06	8.72938e+07	8.64655e+07	30.5215
4.18379e+06	1.28552e+08	1.25245e+08	47.0571
2.01669e+06	3.13586e+07	3.12901e+07	10.1874
3.09226e+06	7.77534e+07	7.70815e+07	44.2262
873750	1.3165e+07	1.30605e+07	7.13102
410321	310749	310552	0.076557
259476	3.89569e+06	3.88478e+06	1.331
1.0537e+06	3.37958e+07	3.36321e+07	12.0601
4.14875e+06	2.98208e+08	2.92532e+08	181.318
22782	1.10279e+06	1.10222e+06	0.544376
43322	3.14511e+06	3.14131e+06	1.61896
1.8863e+06	2.76056e+07	2.7502e+07	9.05878
43837	806266	806142	0.221712
803991	1.8901e+07	1.88363e+07	10.6944
333255	1.23668e+07	1.23229e+07	6.79846
1.8007e+06	8.15692e+07	8.0875e+07	29.3612
259782	1.59027e+06	1.58961e+06	0.878207
3.43722e+06	2.24868e+08	2.20359e+08	130.818
804076	1.83512e+07	1.83173e+07	5.79487
1.54352e+06	9.015e+07	8.83042e+07	50.0234
407508	6.2135e+06	6.1922e+06	3.21475
573301	1.93501e+07	1.92833e+07	6.48211
242436	1.91603e+07	1.9071e+07	10.8862
130762	28713.9	28712.3	0.010743
2.63062e+06	2.09416e+08	2.06302e+08	123.848
182545	1.9123e+06	1.90565e+06	1.01607
2.18386e+06	1.89165e+06	1.88528e+06	0.553446
224670	2.48155e+06	2.47956e+06	0.686237
134575	2.55646e+06	2.55297e+06	1.41127
1.38692e+06	968882	968379	0.263723
583307	4.99728e+06	4.99572e+06	1.37655
406944	886373	875345	0.27132
235568	7.81226e+06	7.75585e+06	3.95891
27908	395137	393552	0.288034
150786	1.08714e+06	1.08654e+06	0.546278
3.08661e+06	4.80667e+07	4.77703e+07	16.4294
319164	9.62142e+06	9.59123e+06	5.35899
167252	27454.3	27453	0.008264
1.53842e+06	1.01623e+07	1.01546e+07	3.09302
2.07758e+06	1.84712e+08	1.80955e+08	103.959
347731	1.73395e+07	1.73057e+07	9.94548
893385	1.32086e+07	1.31919e+07	7.65688
77290	186608	186224	0.04746
53159	2.83809e+06	2.8374e+06	1.97324
163836	1.65324e+06	1.65222e+06	0.449092
288246	2.11959e+06	2.11867e+06	1.18654
2.77658e+06	8.11514e+06	8.0707e+06	2.6182
180893	4.06989e+06	4.05774e+06	2.12304
129775	59175.7	59162.8	0.012832
36795	91205.1	91202.8	0.023386
72970	456180	454202	0.225951
565	542.949	542.946	0.001599
2.37926e+06	1.73014e+07	1.71112e+07	6.03234
1.61882e+06	2.28444e+07	2.27474e+07	7.41395
315815	1.74771e+06	1.73953e+06	0.521158
104322	4.21028e+06	4.20587e+06	2.21365
2.46898e+06	3.4802e+07	3.45935e+07	11.7197
6.56639e+06	4.99607e+08	4.84416e+08	148.537
2.12998e+06	1.31593e+08	1.29539e+08	75.477
973355	8.16961e+07	8.04171e+07	45.5271
900757	9.92549e+06	9.89801e+06	3.39252
190688	6.3767e+06	6.31605e+06	3.56194
2.69633e+06	1.86756e+08	1.84168e+08	111.434
73084	3.48093e+06	3.47743e+06	2.20243
364006	8.66309e+06	8.64846e+06	4.66622
178963	9.29298e+06	9.27631e+06	5.10942
1.67155e+06	2.56443e+07	2.55442e+07	8.82823
51528	2.74172e+06	2.73858e+06	1.5151
54961	1.58861e+06	1.58397e+06	0.785937
7.45683e+06	2.93958e+08	2.83635e+08	68.4731
10938	91676.2	91673	0.081523
199421	1.09926e+07	1.09786e+07	6.68377
1.83463e+06	1.0443e+07	1.02904e+07	3.42798
797722	2.55661e+07	2.49972e+07	13.5972
1.04129e+06	5.57846e+07	5.52575e+07	31.3573
1.80748e+06	8.85088e+07	8.6792e+07	48.979
2.69226e+06	2.10808e+07	2.09785e+07	6.87742
110172	7.14836e+06	7.14428e+06	2.2458
78982	3.60221e+06	3.59997e+06	1.21677
70845	321706	321669	0.105328
95413	2.7811e+06	2.77879e+06	0.815586
14078	77248.3	77246.1	0.018856
4.67377e+06	1.37955e+08	1.34127e+08	48.5797
1.8223e+06	2.70096e+06	2.69842e+06	0.782471
325193	3.93734e+06	3.93579e+06	2.11294
939272	1.52623e+07	1.52023e+07	5.25908
1.70904e+06	9.99622e+07	9.83206e+07	56.7173
3.93097e+06	1.46371e+07	1.46214e+07	8.36386
81101	84348.7	84334.2	0.024512
224051	456778	456553	0.119117
29134	778549	775138	0.449118
2.54685e+06	2.22246e+08	2.19448e+08	82.7581
2.22132e+06	4.93113e+07	4.88989e+07	17.0551
1.14837e+06	1.56695e+07	1.5654e+07	5.00592
852073	5.3764e+07	5.2043e+07	28.8135
418477	3.63183e+06	3.62799e+06	1.91958
57230	3.4199e+06	3.41923e+06	2.19176
72669	12360.5	12357	0.003503
299588	8.00376e+06	7.99526e+06	4.59873
4.97034e+06	1.16645e+07	1.16535e+07	3.5401
1.33354e+06	1.07832e+07	1.07276e+07	3.38186
7.83103e+06	2.65153e+08	2.5718e+08	77.558
296975	3.71408e+06	3.71039e+06	1.06909
2.56956e+06	2.10818e+08	2.04559e+08	119.127
392030	1.04458e+07	1.04346e+07	5.9922
3.50036e+06	5.37474e+07	5.33781e+07	19.1551
605386	599354	599154	0.308457
1.22419e+06	4.63717e+07	4.62289e+07	16.0964
2.07277e+06	4.517e+06	4.48063e+06	1.53898
1.90727e+06	1.27886e+08	1.24872e+08	71.3324
773820	1.62626e+07	1.62332e+07	5.61999
587447	1.34897e+07	1.33687e+07	4.36652
560074	3.77603e+07	3.75804e+07	21.8581
58344	1.82676e+06	1.82616e+06	0.463621
719502	1.76437e+07	1.76051e+07	9.99506
172135	5.94743e+06	5.91352e+06	3.34557
224261	1.51487e+06	1.51395e+06	0.444268
266587	3.24539e+06	3.241e+06	1.72127
319726	2.7331e+06	2.72171e+06	0.862615
1.08824e+06	5.03583e+07	5.01173e+07	29.2757
796832	1.92817e+07	1.9058e+07	11.0722
1.14959e+06	86596.2	86582.8	0.02051
403913	1.47421e+07	1.47007e+07	8.16248
299226	1.19704e+06	1.19083e+06	0.348153
423748	2.60911e+07	2.60257e+07	14.8423
175893	9.25365e+06	9.24512e+06	2.8819
232248	2.05189e+06	2.05132e+06	0.575294
1.63414e+06	7.27464e+07	7.19654e+07	25.5853
69576	457507	456428	0.272351
86792	211577	211555	0.04734
1.67009e+06	5.02066e+07	5.00513e+07	16.5736
65721	1.91937e+06	1.91623e+06	0.947627
25355	1.00039e+06	1.00021e+06	0.287609
325447	9.96301e+06	9.9122e+06	5.2988
6262	337375	337142	0.184523
414110	2.01193e+06	1.98966e+06	0.932033
1.45059e+06	9.91421e+07	9.72747e+07	56.66
869857	1.48664e+06	1.48152e+06	0.410333
1.12232e+06	4.42207e+07	4.399e+07	15.4976
4.31665e+06	1.13431e+08	1.10913e+08	41.7552
123275	2.14435e+06	2.14355e+06	0.717969
2.9269e+06	7.18747e+07	7.06623e+07	25.666
4.76712e+06	1.66815e+08	1.65338e+08	100.069
81711	5.85247e+06	5.82903e+06	3.06505
2.06778e+06	6.08888e+06	6.08484e+06	3.29471
399127	6.90757e+06	6.88754e+06	3.7061
588160	169722	169715	0.040969
1652	1976.81	1976.81	0.00395
2.49252e+06	1.01514e+08	9.9911e+07	36.5503
45407	835009	834099	0.502602
126396	737555	735773	0.396703
30612	119685	119678	0.027647
141903	3.60608e+06	3.6026e+06	2.18095
4.49316e+06	1.81185e+08	1.77462e+08	65.619
322486	2.17166e+07	2.1584e+07	12.1665
231020	1.71301e+06	1.71168e+06	0.907771
1.49535e+06	1.04328e+07	1.04262e+07	5.87517
2.14473e+06	4.41006e+06	4.37581e+06	1.48692
16778	683977	683903	0.487543
345385	2.76486e+06	2.76294e+06	0.758609
19194	539425	539000	0.48937
649240	5.65663e+06	5.64848e+06	1.68274
945028	3.46343e+07	3.44552e+07	11.4511
539784	1.45317e+07	1.44773e+07	8.04966
466294	3.89328e+06	3.89101e+06	2.0394
431987	2.30616e+06	2.29046e+06	0.775311
946201	7.5529e+06	7.52837e+06	2.38544
835729	1.50335e+07	1.49181e+07	8.26403
4185	125156	125140	0.129166
923733	4.76439e+07	4.73273e+07	26.8606
479985	2.01836e+06	2.01502e+06	0.586319
4.89498e+06	9.27955e+07	8.9781e+07	23.8854
48176	114996	114954	0.039251
572043	3.59462e+07	3.5775e+07	21.1495
845794	4.93187e+07	4.87686e+07	27.6299
1.09717e+06	2.27699e+07	2.26775e+07	12.9163
74694	6.19891e+06	6.1947e+06	4.04703
114845	603224	603062	0.330106
492261	8.77208e+06	8.71043e+06	4.58928
1.22876e+06	1.52371e+06	1.50579e+06	0.459652
29874	174164	174159	0.054694
2.59152e+06	1.01527e+07	9.99803e+06	3.58485
3.66679e+06	2.36229e+08	2.31909e+08	85.1637
1.61618e+06	5.01971e+06	5.01182e+06	1.53666
555067	1.43674e+07	1.4042e+07	7.57864
3.69898e+06	7.31392e+06	7.30358e+06	2.15623
1.74179e+06	2.55729e+07	2.55282e+07	8.16281
606733	1.74104e+06	1.74059e+06	0.885119
273860	1.54186e+07	1.53849e+07	8.56
2.17355e+06	1.46349e+08	1.41902e+08	81.5108
434087	3.44298e+07	3.43042e+07	19.7474
382824	1.9681e+07	1.96372e+07	11.4442
2.09063e+06	1.02583e+08	1.01269e+08	59.5908
879939	1.43796e+07	1.43503e+07	8.21294
78302	2.52683e+06	2.5254e+06	1.29815
32114	787168	777462	0.520371
1.92802e+06	7.97794e+07	7.87737e+07	45.4809
7.75259e+06	6.60366e+08	6.34999e+08	147.009
2.46112e+06	1.23975e+08	1.22148e+08	71.6041
777468	2.21956e+07	2.20107e+07	12.254
2.26568e+06	4.57033e+07	4.5555e+07	26.3297
2.46836e+06	3.65771e+07	3.64566e+07	12.2743
214343	3.63901e+06	3.63671e+06	0.974831
968619	4.29218e+07	4.27305e+07	24.9382
738851	2.05329e+06	2.04281e+06	0.639952
1.5172e+06	4.58411e+07	4.56675e+07	15.27
173638	1.93519e+06	1.92643e+06	0.958408
10335	224696	224382	0.143953
627802	1.45024e+06	1.4412e+06	0.428908
67522	66278.8	66263.1	0.058966
925359	4.30213e+07	4.27701e+07	24.8278
2.7199e+06	1.1111e+08	1.10085e+08	40.0985
274	21669.6	21669.3	0.463061
881706	3.01965e+06	3.01195e+06	0.853228
1.18651e+06	635122	634261	0.298788
53321	1.31426e+06	1.31361e+06	0.735797
67544	1.69903e+06	1.68401e+06	0.992892
2.4832e+06	1.86155e+06	1.86117e+06	0.458996
540659	9.78913e+06	9.76481e+06	5.45012
557559	4.6053e+07	4.52633e+07	25.3724
859354	3.81301e+06	3.79432e+06	1.90074
930739	1.81885e+07	1.81563e+07	6.12733
42107	136358	136345	0.120278
120280	3.70142e+06	3.69758e+06	2.24902
629162	1.5863e+07	1.58201e+07	4.9593
184635	1.74879e+06	1.74303e+06	0.545281
5.26026e+06	2.11909e+08	2.05984e+08	68.6543
2.67463e+06	6.84507e+06	6.83421e+06	2.07033
151485	1.33213e+06	1.32926e+06	0.661278
93762	4.25322e+06	4.25193e+06	1.11248
2.83876e+06	1.91936e+08	1.8944e+08	71.27
2.36247e+06	4.84719e+07	4.82463e+07	27.8459
447553	3.01411e+07	3.0025e+07	17.4656
3.35382e+06	1.0625e+08	1.04298e+08	38.403
3.84878e+06	2.6189e+08	2.5583e+08	153.074
7570	176077	176046	0.122827
17294	1.42994e+06	1.42826e+06	0.75078
39700	29768.7	29767.6	0.008631
1.39818e+06	1.13107e+08	1.1192e+08	66.3501
2.3471e+06	2.11169e+07	2.06878e+07	7.31372
1.08624e+06	5.50795e+07	5.48876e+07	18.0765
742267	1.93768e+07	1.93485e+07	11.3681
5750	129686	129678	0.109481
1.42279e+06	6.67062e+07	6.54585e+07	36.5058
225878	1.24699e+07	1.24597e+07	7.35347
2.1786e+06	1.72e+07	1.71289e+07	9.65679
781502	6.47312e+06	6.46351e+06	2.06347
3.99542e+06	1.47771e+07	1.47353e+07	4.74178
1.18426e+06	1.53177e+07	1.52772e+07	4.98039
206812	982777	982570	0.25965
8654	79973.1	79968	0.057687
1.27928e+06	7.41635e+06	7.40693e+06	3.99767
3.79747e+06	1.98671e+07	1.98171e+07	11.2901
1.54677e+06	7.44444e+06	7.43931e+06	2.19726
6.09513e+06	5.43379e+07	5.40506e+07	18.4051
1.11496e+06	6.61089e+07	6.43444e+07	35.9847
1.88305e+06	2.41522e+07	2.40526e+07	8.12779
21398	131409	131009	0.066126
639732	1.7363e+07	1.73376e+07	9.92961
10940	101179	101171	0.083285
