A	B	C	TIME
1.75257e+06	4.37888e+07	4.33746e+07	26.0327
119074	2.20314e+06	2.19703e+06	1.17828
1.43645e+06	5.88651e+06	5.87197e+06	1.81851
136568	1.82874e+06	1.82759e+06	0.51163
575297	733680	732715	0.203196
1.36654e+06	2.9631e+07	2.95581e+07	18.2112
163111	1.17562e+07	1.17484e+07	7.29826
753963	2.38062e+07	2.37161e+07	14.376
1.167e+06	2.07325e+07	2.06277e+07	7.31689
3.93191e+06	1.4066e+08	1.38253e+08	85.6391
248351	5.27288e+06	5.25794e+06	2.89781
223064	251064	250969	0.13159
1.33278e+06	7.42259e+06	7.3723e+06	2.4988
3.17346e+06	1.71388e+08	1.68891e+08	61.6595
28026	2.1412e+06	2.14068e+06	1.22639
862914	1.4711e+07	1.46852e+07	8.6142
1.46291e+06	2.92206e+06	2.9031e+06	0.932462
462147	1.15979e+07	1.15666e+07	6.85405
1.74458e+06	3.98413e+07	3.96656e+07	24.6086
276696	6.63725e+06	6.61774e+06	2.18449
2.78521e+06	3.50374e+06	3.50154e+06	1.04274
1.181e+06	1.65626e+07	1.64973e+07	5.88238
6.58169e+06	2.97475e+08	2.86564e+08	67.2389
604642	1.08361e+06	1.08332e+06	0.261099
3.25252e+06	5.55036e+06	5.53996e+06	1.77433
1.08192e+06	9.46078e+06	9.44497e+06	2.93919
41690	2.16201e+06	2.1317e+06	1.47514
4.24479e+06	3.08997e+06	3.07901e+06	0.937879
4.5473e+06	638921	638854	0.151694
1.46792e+06	3.30596e+06	3.30284e+06	1.79901
74271	1.11587e+06	1.11554e+06	0.585914
24090	74444.1	74442.4	0.068535
1.55841e+06	8.62364e+07	8.56102e+07	31.0732
300890	8.58282e+06	8.56865e+06	2.93251
3.92909e+06	4.67229e+07	4.63864e+07	16.5746
1.00311e+06	1.90999e+07	1.89304e+07	6.5125
213324	1.40687e+06	1.40174e+06	0.467838
43734	1.11021e+06	1.10985e+06	0.593209
1.62141e+06	5.55027e+07	5.45063e+07	32.3095
3.20755e+06	4.34229e+07	4.31907e+07	14.8441
178982	3.18531e+06	3.18091e+06	1.85361
511131	969455	966248	0.305524
4.23241e+06	7.05505e+07	7.01565e+07	24.2271
125531	4.29481e+06	4.29224e+06	2.43622
149200	404863	404774	0.106096
1.51764e+06	1.06038e+07	1.05946e+07	3.32888
1.55836e+06	8.5543e+06	8.35841e+06	3.01957
2.3128e+06	7.64767e+07	7.4896e+07	28.1599
680748	1.94966e+07	1.93917e+07	6.93626
1.79733e+06	6.25058e+07	6.18084e+07	37.5633
31950	621875	621361	0.352756
43674	542371	542076	0.178914
5.09866e+06	6.85619e+06	6.85178e+06	1.99117
981233	4.79233e+07	4.76993e+07	16.9649
2.27215e+06	9.93267e+07	9.80176e+07	36.0811
1.9017e+06	3.03211e+07	3.00594e+07	11.1134
49315	985989	985459	0.291317
284308	8.2178e+06	8.21058e+06	2.76516
2.18831e+06	2.54233e+06	2.5405e+06	0.70841
5.40225e+06	1.86943e+07	1.85262e+07	6.29245
1.26715e+06	3.2976e+07	3.28957e+07	11.0759
452256	2.3066e+07	2.26764e+07	13.3952
393577	2.99549e+06	2.99212e+06	0.853317
4.71259e+06	1.35904e+08	1.32603e+08	50.5334
583269	1.39647e+07	1.39302e+07	4.91545
1.36519e+06	3.96984e+07	3.93315e+07	14.2088
1.58103e+06	2.75114e+07	2.69004e+07	15.7163
433184	6.33737e+06	6.33284e+06	3.65198
439936	1.87327e+07	1.85882e+07	10.8879
14973	1.20258e+06	1.20246e+06	0.966997
118878	3.52749e+06	3.5173e+06	1.95193
112492	760870	759745	0.206533
344153	5.21011e+06	5.19986e+06	2.82478
373567	4.37461e+06	4.28618e+06	2.21617
215702	115607	115540	0.033846
31542	420484	420400	0.255463
3.72261e+06	3.07655e+06	3.07447e+06	0.843694
25500	621786	621629	0.346216
481105	2.24901e+06	2.24787e+06	0.659543
251449	6.25037e+06	6.23416e+06	3.3608
1.64438e+06	3.72389e+07	3.69791e+07	13.2662
249746	2.28474e+06	2.28386e+06	1.26774
602597	1.57515e+07	1.55506e+07	8.95807
78010	96948.9	96938.8	0.057857
15003	675007	674896	0.443314
513636	1.01996e+07	1.01326e+07	5.72748
2.38548e+06	1.03633e+08	1.02966e+08	64.88
6.85477e+06	4.28368e+08	4.16873e+08	156.369
55227	1.55586e+06	1.55546e+06	0.437403
1.5364e+06	1.92723e+07	1.91765e+07	6.4147
498537	5.04694e+06	5.02245e+06	1.58949
37547	702990	702760	0.417236
1.86965e+06	525904	525839	0.126045
2.82656e+06	8.88441e+07	8.77209e+07	32.8172
4.41232e+06	1.33757e+07	1.31959e+07	4.73184
1.1063e+06	2.22328e+06	2.2139e+06	0.665124
1.00712e+06	6.78918e+07	6.74511e+07	41.5813
779570	7.50788e+07	7.44403e+07	45.8919
302188	8.23845e+06	8.22368e+06	4.7348
533733	7.99208e+06	7.98131e+06	2.68521
2.39963e+06	499195	497467	0.145582
138815	2.651e+06	2.65024e+06	0.708787
78543	4.18295e+06	4.16683e+06	2.72758
1.14989e+06	4.9349e+07	4.91188e+07	30.5819
122304	1.13537e+06	1.12764e+06	0.56139
765127	2.13202e+06	2.13099e+06	0.571411
4.28324e+06	1.9543e+08	1.91967e+08	73.9354
323025	2.28632e+06	2.28341e+06	0.666351
1.2888e+06	1.43723e+06	1.43501e+06	0.385559
533297	4.81389e+06	4.81118e+06	2.71054
1.30078e+06	6.89623e+07	6.8701e+07	24.4405
114181	346843	346656	0.084823
875011	3.10198e+07	3.0597e+07	17.9948
1.40271e+06	8.20669e+07	8.16592e+07	50.6802
1.2051e+06	6.58074e+06	6.54037e+06	3.50226
2.54395e+06	7.7923e+06	7.7808e+06	2.37454
1.26307e+06	1.91813e+06	1.91561e+06	0.534116
983997	5.17946e+07	5.10666e+07	30.14
1.8059e+06	6.69848e+06	6.61994e+06	2.2447
358541	8.75032e+06	8.73488e+06	5.21068
4.95583e+06	1.1291e+08	1.12185e+08	40.4464
491785	1.84298e+07	1.83091e+07	10.487
113125	5.99133e+06	5.92429e+06	3.37878
171518	4.96055e+06	4.95674e+06	1.52662
33025	265041	265020	0.171894
502762	2.61558e+07	2.59821e+07	15.3416
794596	1.38272e+06	1.38236e+06	0.391659
541311	1.45273e+07	1.44765e+07	8.47522
1.0426e+06	3.59582e+06	3.5839e+06	1.09786
678194	144032	143823	0.038591
4.15705e+06	1.60102e+08	1.58547e+08	57.5882
1.954e+06	1.44922e+08	1.43446e+08	53.4234
45805	161792	160341	0.090515
86886	2.04032e+06	2.04006e+06	1.15686
1.44078e+06	7.59521e+07	7.52013e+07	27.7629
82871	3.76325e+06	3.76171e+06	1.0575
111713	7.29939e+06	7.21185e+06	4.45389
900461	1.55176e+07	1.54666e+07	5.2735
2.36047e+06	8.36821e+07	8.32752e+07	29.532
896164	2.10865e+07	2.10213e+07	12.6556
6.86155e+06	4.15336e+08	4.06003e+08	284.021
427006	4.09168e+07	4.015e+07	23.4816
1.1619e+06	1.06735e+08	1.04178e+08	62.2366
835775	3.66755e+07	3.62692e+07	21.2318
5.28068e+06	3.23711e+08	3.14324e+08	101.42
4.86996e+06	5.06138e+07	4.86255e+07	11.7778
3.3075e+06	2.41173e+08	2.3755e+08	90.1209
1.26439e+06	3.08342e+07	3.06872e+07	18.3574
20045	1.35799e+06	1.35766e+06	0.978752
732015	2.8028e+07	2.76279e+07	16.2913
68818	2.88909e+06	2.88828e+06	1.82806
26897	30728.6	30728.4	0.012036
1.7425e+06	6.05682e+07	6.02967e+07	37.6272
479735	1.93644e+07	1.92539e+07	11.349
2.91565e+06	7.13135e+06	7.08115e+06	2.32635
178090	5.4678e+06	5.45562e+06	3.24656
596427	8.35077e+06	8.34318e+06	2.59195
4.67934e+06	1.27125e+07	1.26988e+07	7.6643
2.86669e+06	3.67512e+07	3.65189e+07	12.6025
4.63002e+06	2.0298e+07	2.02201e+07	6.85653
144592	1.10648e+07	1.10488e+07	7.07351
620100	533906	533823	0.126546
47521	2.8096e+06	2.80875e+06	1.73473
958893	1.78189e+07	1.77789e+07	10.6766
13191	762437	762325	0.593578
2.51609e+06	6.47687e+06	6.41439e+06	2.16063
1.59734e+06	9.96649e+07	9.90734e+07	36.1201
176218	1.10667e+07	1.10454e+07	6.5431
65525	2.6245e+06	2.62376e+06	0.698011
528157	6.11006e+06	6.09009e+06	1.97825
3.68759e+06	1.01635e+08	1.01059e+08	35.616
3.64687e+06	4.29043e+07	4.24231e+07	15.1176
369472	1.82246e+07	1.81136e+07	10.5202
547903	1.06481e+07	1.0631e+07	6.21011
279041	3.0955e+06	3.09357e+06	1.01485
3.67148e+06	5.91182e+07	5.76805e+07	21.2363
183135	1.69474e+07	1.66841e+07	9.92154
546865	2.5307e+06	2.53002e+06	0.692716
2.88178e+06	1.00877e+08	9.95635e+07	37.1889
527512	1.29486e+07	1.29162e+07	4.0217
652298	91702.3	91663.7	0.022768
4.88738e+06	1.30226e+08	1.29096e+08	46.356
565837	1.11223e+07	1.10878e+07	3.61105
7035	27372.8	27369.8	0.035707
1.15937e+06	6.28143e+07	6.17674e+07	36.1958
507467	2.20813e+06	2.20641e+06	1.12966
44763	44497.7	44496.1	0.063701
3.89181e+06	3.33283e+07	3.25757e+07	12.0723
1.85112e+06	3.05957e+07	3.04689e+07	10.4412
159274	6.67111e+06	6.61762e+06	3.79455
121779	6.07111e+06	6.04663e+06	3.39124
1.05074e+06	3.43419e+07	3.42074e+07	11.8869
302526	2.10213e+07	2.09731e+07	12.7396
204677	2.22797e+06	2.22649e+06	1.24182
1.5048e+06	7.1711e+06	7.14201e+06	2.46529
499924	1.973e+07	1.96039e+07	11.8955
3.16273e+06	1.20557e+08	1.17499e+08	44.224
1.67167e+06	3.45286e+07	3.43743e+07	20.5968
3.03097e+06	2.96662e+07	2.96017e+07	18.2882
1.0446e+06	9.34562e+06	9.32297e+06	3.18315
95815	4.44237e+06	4.34673e+06	2.46447
132445	3.40046e+06	3.39882e+06	1.91818
1.50946e+06	4.05034e+07	4.00881e+07	23.7884
914936	9.00881e+06	8.89684e+06	3.11453
1.75118e+06	8.67331e+07	8.61895e+07	30.8201
776647	2.5333e+07	2.51999e+07	15.2309
265848	2.41541e+06	2.41396e+06	1.30184
232468	1.13923e+06	1.13849e+06	0.559119
404227	1.00091e+07	9.99261e+06	5.70894
1.23166e+06	2.81415e+07	2.79623e+07	16.6433
1.73384e+06	4.37172e+07	4.35117e+07	14.5966
2.65068e+06	1.40779e+08	1.37827e+08	84.2475
147238	7.08081e+06	7.04114e+06	4.13603
15040	131361	131184	0.123382
109444	1.30064e+06	1.30024e+06	0.360562
2.70663e+06	5.22284e+07	5.19707e+07	18.2517
25786	760476	760051	0.471042
1.92227e+06	1.72423e+07	1.70432e+07	6.06593
3.20096e+06	1.44083e+08	1.42279e+08	50.7683
1.03285e+06	5.70741e+07	5.6004e+07	33.1545
373506	2.13679e+07	2.13115e+07	12.9957
51030	1.05178e+06	1.0513e+06	0.319646
1.90263e+06	2.29874e+07	2.28927e+07	7.72157
1.34856e+06	6.44511e+07	6.37814e+07	38.6503
360570	1.20315e+07	1.20056e+07	4.17851
693044	2.1495e+06	2.14637e+06	0.648403
5.96316e+06	2.40125e+07	2.38172e+07	8.26985
1.76862e+06	1.62391e+08	1.59817e+08	98.4582
295441	1.09518e+06	1.095e+06	0.590078
349179	3.76998e+06	3.76037e+06	2.05149
98101	1.51782e+06	1.51578e+06	0.796002
1.86506e+06	3.83354e+07	3.79022e+07	13.6395
539705	4.48739e+07	4.40191e+07	25.3751
788746	2.59334e+07	2.55414e+07	14.6629
853789	1.98176e+07	1.96747e+07	11.4905
93848	1.21558e+06	1.21535e+06	0.434111
3.30156e+06	1.39138e+08	1.35974e+08	52.5358
47875	733743	733576	0.201051
2.57932e+06	3.75543e+07	3.7201e+07	22.3097
1.87266e+06	720085	719480	0.198869
5.12638e+06	2.17349e+07	2.16256e+07	7.4618
366493	1.85339e+07	1.81269e+07	10.4349
627160	6.58584e+06	6.56739e+06	2.00708
7.34262e+06	3.5637e+08	3.50024e+08	129.401
1.27576e+06	5.36972e+06	5.33532e+06	1.77945
63977	132126	132125	0.115338
430137	4.03206e+06	4.02116e+06	2.1997
729760	5.12776e+06	5.11635e+06	2.85789
688869	8.64428e+06	8.58307e+06	3.03563
1.85138e+06	3.34706e+06	3.27251e+06	1.08923
703398	1.53567e+07	1.52573e+07	8.96364
63154	46589.8	46583.9	0.012274
1.05262e+06	2.99729e+07	2.98463e+07	10.5248
899704	3.36233e+06	3.34023e+06	1.08681
4.61367e+06	1.4712e+08	1.44626e+08	53.8995
3.4537e+06	1.11682e+07	1.10852e+07	3.71324
834861	2.68841e+06	2.66396e+06	0.853524
43989	926451	919902	0.481999
398054	1.33184e+07	1.33059e+07	7.95822
843461	1.75334e+07	1.7421e+07	10.4744
385946	9.04053e+06	9.02417e+06	3.11262
375652	5.40266e+06	5.39232e+06	1.715
3.36323e+06	2.16233e+08	2.13519e+08	80.0453
24821	457367	457307	0.366628
615015	1.42083e+06	1.42014e+06	0.35477
450199	1.4201e+07	1.41705e+07	4.44278
35861	978834	975409	0.487426
910486	4.92489e+06	4.92231e+06	1.33808
2.92606e+06	3.86977e+07	3.84669e+07	13.4429
389174	7.51358e+06	7.5039e+06	2.46735
6.23053e+06	5.42789e+07	5.39954e+07	18.7312
759427	8.41343e+06	8.39984e+06	2.56275
568321	6.73774e+06	6.71143e+06	2.30037
1.91506e+06	4.51803e+06	4.51153e+06	1.44447
850009	4.93169e+06	4.9147e+06	2.63313
34217	285722	285620	0.163156
1.20937e+06	5.94572e+07	5.90981e+07	35.9271
381229	4.66083e+06	4.6581e+06	2.64131
2.78921e+06	1.38177e+08	1.34936e+08	51.6885
190239	1.5833e+06	1.5768e+06	0.812065
268999	218432	218248	0.061986
694606	4.4241e+06	4.41183e+06	1.4628
377762	1.95789e+07	1.94647e+07	11.5712
1.55969e+06	2.96619e+06	2.93704e+06	0.946455
2.21306e+06	3.85306e+07	3.81748e+07	13.592
1.04048e+06	6.26241e+07	6.12285e+07	36.1327
2.73879e+06	832067	831644	0.22114
465195	2.11238e+06	2.11061e+06	0.646639
58884	815147	814803	0.241122
5.18685e+06	9.53366e+07	9.34232e+07	33.5754
4.68867e+06	2.7538e+08	2.6926e+08	103.516
578863	2.50371e+07	2.49848e+07	15.4069
1.61872e+06	5.7038e+07	5.67911e+07	20.2719
3.26875e+06	1.40308e+08	1.35487e+08	81.9315
1.00713e+06	1.85817e+07	1.85301e+07	11.1648
247342	923981	922280	0.26356
1.96042e+06	2.43145e+07	2.41652e+07	8.54252
341495	1.10449e+07	1.10101e+07	6.45545
106103	4.03832e+06	4.03211e+06	2.33578
9948	168642	168622	0.15748
415933	2.03764e+07	2.02483e+07	11.675
1077	7862.52	7861.92	0.03042
6.45806e+06	6.90332e+07	6.8349e+07	24.6045
336906	7.36498e+06	7.35815e+06	4.4413
407412	2.51338e+06	2.50722e+06	0.838546
1.13121e+06	1.14682e+07	1.14405e+07	3.83344
1.40412e+06	1.47764e+07	1.46538e+07	5.1127
447789	59350.6	59349.1	0.052807
2.62752e+06	6.39628e+06	6.36153e+06	2.07818
705982	2.26645e+07	2.25129e+07	13.1367
550273	2.2327e+07	2.21644e+07	12.8641
1.30052e+06	1.53636e+07	1.53201e+07	5.0933
2.46752e+06	9.68592e+07	9.40531e+07	56.0982
2.29887e+06	2.15002e+06	2.14712e+06	0.613507
550930	4.18052e+06	4.15242e+06	1.36179
202338	4.73411e+06	4.72342e+06	2.73088
543116	1.04219e+06	1.03589e+06	0.295808
345389	2.28103e+07	2.27681e+07	13.8258
531456	1.61989e+07	1.61655e+07	9.83808
151652	2.61466e+06	2.61347e+06	0.705679
31091	2.16283e+06	2.1614e+06	1.41863
855125	838307	831621	0.249781
104774	388481	388044	0.097313
450502	8.73321e+06	8.66301e+06	2.78187
1.27034e+06	5.8751e+07	5.78716e+07	33.7173
7601	462510	462302	0.400638
187655	4.53079e+06	4.52664e+06	1.27324
497	12315.3	12315.3	0.022192
15316	179247	179004	0.138427
27317	169197	169055	0.095395
5.55654e+06	7.45615e+07	7.39046e+07	26.1449
1.05342e+06	5.07526e+07	5.06038e+07	17.316
208109	564634	563407	0.158847
1.4746e+06	2.73763e+06	2.73329e+06	0.783709
1.88088e+06	1.47703e+08	1.4593e+08	91.6005
409907	1.24356e+06	1.2433e+06	0.3331
91302	2.85859e+06	2.85687e+06	1.86063
2.21868e+06	1.71145e+08	1.67677e+08	102.82
280432	1.26282e+07	1.26146e+07	3.99176
706643	3.26145e+07	3.23991e+07	19.1693
3.53196e+06	3.28387e+06	3.28299e+06	0.880002
123192	116858	116815	0.067203
1.06976e+06	9.25414e+07	9.19506e+07	57.0596
1.89209e+06	1.43704e+07	1.42727e+07	4.7565
1.02814e+06	8.75592e+06	8.74512e+06	2.85329
133325	3.09246e+06	3.08781e+06	0.972717
1.02731e+06	836721	834821	0.219084
361303	3.57849e+06	3.57211e+06	1.08859
158736	6.33622e+06	6.30819e+06	3.84714
419947	2.23339e+06	2.22247e+06	0.742039
856495	1.65041e+06	1.64833e+06	0.470663
130642	4.01053e+06	4.00041e+06	2.42097
1.19546e+06	7.35775e+07	7.28477e+07	44.8473
1.15616e+06	1.33966e+07	1.32815e+07	4.42488
2.52495e+06	4.75394e+06	4.69434e+06	1.63795
1.65196e+06	3.33555e+07	3.28797e+07	11.6514
2.1605e+06	2.18901e+07	2.1724e+07	7.75647
2.19196e+06	1.19524e+07	1.19313e+07	3.74358
1.07425e+06	1.06722e+07	1.06493e+07	6.14549
2.89074e+06	2.32115e+08	2.29021e+08	149.258
963309	7.31753e+06	7.30682e+06	2.15423
3.70966e+06	1.59383e+08	1.55661e+08	58.4294
636526	2.45652e+07	2.4272e+07	14.2496
583562	2.26204e+06	2.25643e+06	0.672657
1.50767e+06	7.07452e+07	6.99633e+07	42.3148
2.27268e+06	8.78365e+07	8.615e+07	31.1679
1.22308e+06	1.54153e+06	1.5405e+06	0.760553
9376	621644	621607	0.178561
830612	2.14233e+07	2.12464e+07	7.16793
1.72648e+06	3.01575e+07	2.98226e+07	10.6508
1.88187e+06	5.69411e+07	5.65986e+07	19.83
4.94206e+06	5.23464e+06	5.22091e+06	1.68366
1.41241e+06	4.90216e+07	4.87135e+07	29.4137
156148	2.67443e+06	2.6738e+06	1.55232
58286	1.96914e+06	1.96625e+06	1.10914
3.27175e+06	6.37156e+07	6.34181e+07	21.5452
1.80786e+06	8.35244e+06	8.33637e+06	2.65841
828761	3.47636e+06	3.46666e+06	1.84656
3.31987e+06	1.91649e+08	1.88061e+08	116.375
2.79575e+06	5.88629e+07	5.82821e+07	34.4171
7.42568e+06	2.23306e+08	2.20373e+08	81.7473
474529	9.09993e+06	9.0921e+06	2.64674
993673	3.93864e+07	3.92215e+07	24.1836
3.47282e+06	5.41606e+07	5.3378e+07	19.5485
4.7824e+06	3.54991e+08	3.46269e+08	128.313
36296	273674	273652	0.081083
670446	2.62245e+07	2.59086e+07	15.0522
417129	3.12504e+06	3.10889e+06	0.973884
1.39433e+06	2.26953e+07	2.25004e+07	7.91602
704300	1.25448e+07	1.25076e+07	4.38492
1.42248e+06	2.99259e+07	2.96365e+07	17.3608
3.64329e+06	9.05757e+06	9.04774e+06	2.86335
504756	5.76332e+06	5.75719e+06	1.74562
101261	451896	451738	0.232088
121012	4.26659e+06	4.25636e+06	2.3045
103437	2.16362e+06	2.15727e+06	1.09969
106232	4.38536e+06	4.38341e+06	2.5478
2.80427e+06	2.58985e+07	2.57339e+07	9.07657
4.69099e+06	1.09814e+08	1.06489e+08	35.3769
639932	2.9097e+07	2.87888e+07	16.6566
51797	155217	155180	0.096405
175778	5.00979e+06	4.99774e+06	2.98808
77097	1.09002e+06	1.08988e+06	0.613529
732128	3.80767e+06	3.80367e+06	1.18589
1.19692e+06	1.50415e+07	1.50255e+07	4.77667
1.22927e+06	1.11043e+07	1.10829e+07	3.61153
4307	205462	205392	0.133292
3.86744e+06	6.06188e+06	6.05429e+06	1.87524
3.48252e+06	2.11258e+08	2.07163e+08	130.482
238410	1.22907e+07	1.22653e+07	7.28408
511465	3.22613e+06	3.19396e+06	1.68359
1.58902e+06	2.37195e+07	2.33074e+07	13.5942
485753	8.30913e+06	8.29632e+06	4.81572
414183	2.38808e+07	2.36137e+07	13.9319
101249	4.11476e+06	4.01388e+06	2.28571
251357	6.2099e+06	6.18013e+06	3.41141
6.46534e+06	4.72858e+08	4.59793e+08	166.209
1.71512e+06	4.69427e+07	4.61131e+07	16.1709
145705	1.60336e+06	1.6002e+06	0.815404
2.63423e+06	1.46114e+07	1.44827e+07	5.04122
557288	6.37074e+06	6.32214e+06	2.07482
859647	2.92699e+07	2.91237e+07	17.0093
988304	4.5049e+07	4.45544e+07	26.7127
950227	1.85923e+06	1.85772e+06	0.531424
912992	4.48776e+07	4.42444e+07	26.1109
484225	8.93891e+06	8.88891e+06	4.95067
862980	1.38017e+06	1.37947e+06	0.357308
469870	1.62754e+06	1.62163e+06	0.807668
1.33528e+06	4.63247e+07	4.54807e+07	26.726
432341	112170	111985	0.030548
34098	50150.5	50137.2	0.016631
6459	152981	152979	0.123827
1.56332e+06	1.2727e+07	1.24192e+07	4.41415
2.10256e+06	1.01851e+08	1.003e+08	60.6775
1.0812e+06	6.54282e+07	6.50353e+07	40.1682
533308	352335	352168	0.099557
194609	10726.5	10725.8	0.003751
717440	7.05491e+06	7.051e+06	4.07763
159576	4.74305e+06	4.73816e+06	2.60046
541018	3.47067e+07	3.4619e+07	11.6837
2.16521e+06	1.08803e+07	1.0853e+07	3.58451
8510	178561	178533	0.166241
3.22824e+06	1.61589e+08	1.59376e+08	58.6361
1.42726e+06	5.86155e+07	5.83014e+07	19.68
1.63993e+06	1.26226e+07	1.25912e+07	4.00509
2.86976e+06	1.17547e+08	1.15784e+08	69.8402
208729	3.93342e+06	3.92327e+06	2.27758
3.75646e+06	9.89287e+06	9.66217e+06	3.56981
1.3885e+06	8.99509e+06	8.91838e+06	3.14865
2.58246e+06	2.53168e+07	2.51821e+07	8.51808
931280	6.29805e+07	6.21023e+07	36.3798
9096	616687	616188	0.460708
2.3062e+06	1.16058e+08	1.14277e+08	42.8132
101912	81586	81578.8	0.020456
3.71725e+06	2.24932e+07	2.24565e+07	7.16243
189240	1.79375e+06	1.79343e+06	1.11684
5.52401e+06	5.12842e+07	5.0812e+07	18.8974
660914	31236	31235.4	0.009744
272807	943470	942823	0.250762
4.75788e+06	7.6079e+06	7.60106e+06	2.16394
375749	1.30564e+06	1.30404e+06	0.659836
3.98729e+06	1.89152e+08	1.82936e+08	112.586
2.53454e+06	1.71677e+07	1.69908e+07	5.93867
95130	18520.9	18517.9	0.017407
874459	2.31554e+07	2.30303e+07	8.1742
4.78301e+06	3.61221e+07	3.56732e+07	13.0535
2.41237e+06	1.10753e+06	1.10009e+06	0.350259
355650	2.39936e+07	2.39129e+07	15.164
2.85241e+06	8.1803e+07	8.08967e+07	29.6961
1.31381e+06	8.75436e+07	8.56732e+07	50.5216
83463	297965	297698	0.105901
2.2103e+06	1.74654e+08	1.71185e+08	108.539
136532	566665	566084	0.323761
2.30484e+06	4.9593e+07	4.93052e+07	30.3464
2.04915e+06	5.80849e+06	5.70912e+06	1.95887
69943	228126	228025	0.118143
1.25232e+06	1.40046e+06	1.39645e+06	0.380143
965579	1.13871e+07	1.1356e+07	6.74842
595464	2.16537e+07	2.15853e+07	13.0361
513512	1.5018e+07	1.49028e+07	8.65085
122381	61850.4	61846.3	0.056928
315233	1.55602e+06	1.54575e+06	0.496461
296974	1.44968e+07	1.44639e+07	4.91391
2.609e+06	4.1177e+07	4.07752e+07	14.5482
284462	571019	568015	0.176001
124301	4.97388e+06	4.81916e+06	2.72861
13227	987822	986881	0.551147
100175	686507	684179	0.211939
191087	2.651e+06	2.64995e+06	0.778454
220734	1.92917e+06	1.92666e+06	0.546364
1.67993e+06	6.8146e+06	6.7936e+06	2.12437
267341	1.95846e+07	1.95488e+07	11.6054
1.85352e+06	4.75667e+07	4.73029e+07	28.8888
29207	379393	379379	0.141766
604537	2.21529e+07	2.19012e+07	12.823
2.03005e+06	5.24243e+07	5.1466e+07	18.6244
7992	534404	534362	0.317574
1.43324e+06	8.97256e+07	8.86007e+07	53.6287
74704	6.92761e+06	6.92451e+06	4.02507
697669	3.66045e+07	3.6317e+07	21.5926
41084	2.41543e+06	2.41454e+06	1.48462
959402	1.21302e+07	1.21145e+07	7.21914
969802	2.86422e+06	2.83977e+06	0.921515
4.88383e+06	1.031e+07	1.02651e+07	3.36436
771577	3.85052e+06	3.84976e+06	1.09253
1.67726e+06	1.19391e+07	1.18763e+07	3.92343
378781	503506	503339	0.131568
5.38916e+06	4.65923e+08	4.52552e+08	157.842
1.94283e+06	3.32113e+06	3.29268e+06	1.00596
320563	3.47098e+06	3.46359e+06	1.94469
553597	4.51564e+07	4.50303e+07	27.7429
928582	7.38415e+06	7.31187e+06	2.43047
354036	288908	288822	0.064373
375398	1.51672e+06	1.5161e+06	0.401834
132783	2.99356e+06	2.98617e+06	1.69284
686922	2.96893e+07	2.95026e+07	10.2337
28140	153587	153476	0.144436
1.07149e+06	2.19066e+07	2.16702e+07	7.26659
2.01517e+06	7.21289e+07	7.1652e+07	25.6384
684489	5.42037e+06	5.39161e+06	1.7359
430032	320665	320652	0.206188
147093	5.7588e+06	5.75119e+06	3.20214
318259	2.94608e+06	2.94431e+06	1.58846
511259	2.94062e+07	2.88871e+07	16.7151
10660	82254.3	82253.2	0.052627
382580	910778	909426	0.459244
336031	2.53681e+06	2.50518e+06	1.26935
661021	1.89127e+07	1.88842e+07	5.79149
742	4323.02	4322.86	0.024078
41528	1.17049e+06	1.1696e+06	0.566843
1.26877e+06	8.15764e+07	8.06684e+07	48.9529
2.33492e+06	1.91174e+08	1.85604e+08	112.829
1.52225e+06	1.26688e+08	1.25838e+08	46.2765
765376	3.29077e+07	3.27095e+07	19.5466
381326	6.29225e+06	6.2817e+06	3.54194
2.77594e+06	5.2518e+07	5.19159e+07	18.7487
3.3345e+06	5.4365e+07	5.39504e+07	18.8854
3.7961e+06	6.39569e+07	6.25401e+07	23.6924
5445	337283	337276	0.1095
1.22045e+06	4.78364e+07	4.7628e+07	16.3581
3.47464e+06	8.40494e+06	8.34917e+06	2.78098
678029	1.30601e+07	1.27515e+07	7.03254
92039	18034.3	18034.2	0.009367
3.33899e+06	9.61064e+07	9.54877e+07	33.3413
631577	3.22162e+07	3.21403e+07	10.9876
562071	1.03422e+07	1.03162e+07	5.96959
1.50935e+06	4.0671e+07	4.04948e+07	24.2946
237140	1.21946e+07	1.21532e+07	6.88719
1.69106e+06	8.85143e+06	8.76859e+06	4.82152
111748	81359.2	81142.5	0.02254
5.72211e+06	2.0148e+08	1.97315e+08	74.6583
473001	4.27028e+07	4.25714e+07	26.4719
112297	1.67168e+06	1.67027e+06	0.906641
2.43008e+06	2.0969e+07	2.0654e+07	7.5057
173320	8.32654e+06	8.29694e+06	5.06948
138522	356305	356216	0.101964
881600	2.42613e+06	2.42441e+06	1.32917
808858	2.73917e+07	2.73092e+07	16.3474
1.41327e+06	4.16233e+07	4.13689e+07	24.8692
2.01242e+06	1.83223e+07	1.8221e+07	6.04445
3.39985e+06	1.89022e+07	1.88328e+07	6.41736
71326	5.56074e+06	5.5165e+06	3.12817
3.69489e+06	1.26208e+08	1.24027e+08	47.0084
3.62802e+06	8.05077e+06	8.04432e+06	2.51536
867725	1.00575e+07	9.91888e+06	5.50519
253275	3.17948e+06	3.17616e+06	0.958181
146799	108824	108750	0.033771
1.84916e+06	2.91108e+07	2.89632e+07	10.3359
181482	3.57346e+06	3.52433e+06	1.90329
